DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
12/27,13,Economic,System,SOLR,27,133
12/27,13,Economic,System,WIND,10,12
12/27,14,Economic,Local,SOLR,6,
12/27,14,Economic,System,SOLR,151,274
12/27,14,Economic,System,WIND,10,10
12/27,14,SelfSchCut,Local,SOLR,0,
12/27,15,Economic,Local,SOLR,176,484
12/27,15,Economic,Local,WIND,8,8
12/27,15,Economic,System,SOLR,50,0
12/27,15,Economic,System,WIND,2,1
12/27,16,Economic,Local,SOLR,81,351
12/27,16,Economic,Local,WIND,4,10
12/27,16,Economic,System,SOLR,7,0
12/27,16,Economic,System,WIND,0,
12/27,18,Economic,Local,WIND,0,4
12/27,21,Economic,Local,WIND,21,34
12/27,22,Economic,Local,WIND,42,51
12/27,23,Economic,Local,WIND,49,53
12/27,24,Economic,Local,WIND,7,29
DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
12/28,6,Economic,Local,WIND,16,192
12/28,7,Economic,Local,WIND,37,56
12/28,8,Economic,Local,WIND,46,66
12/28,9,Economic,Local,WIND,28,68
12/28,10,Economic,Local,WIND,45,62
12/28,10,Economic,System,SOLR,1,2
12/28,11,Economic,Local,WIND,14,59
12/28,11,Economic,System,SOLR,3,
12/28,11,Economic,System,WIND,2,
12/28,12,Economic,Local,WIND,1,1
12/28,12,Economic,System,SOLR,136,540
12/28,12,Economic,System,WIND,8,8
12/28,13,Economic,Local,SOLR,112,381
12/28,13,Economic,Local,WIND,7,11
12/28,13,Economic,System,SOLR,12,3
12/28,13,Economic,System,WIND,3,
12/28,14,Economic,Local,SOLR,91,184
12/28,14,Economic,Local,WIND,9,8
12/28,14,Economic,System,SOLR,1,1
12/28,14,Economic,System,WIND,0,
12/28,15,Economic,Local,SOLR,10,117
12/28,15,Economic,System,SOLR,1,
12/28,16,Economic,System,SOLR,0,0
12/28,17,Economic,Local,WIND,0,0
12/28,18,Economic,Local,WIND,13,68
12/28,19,Economic,Local,WIND,1,4
12/28,21,Economic,Local,WIND,37,89
12/28,22,Economic,Local,WIND,83,166
12/28,23,Economic,Local,WIND,102,146
DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
12/29,1,Economic,Local,WIND,147,168
12/29,2,Economic,Local,WIND,104,114
12/29,3,Economic,Local,WIND,103,116
12/29,4,Economic,Local,WIND,127,145
12/29,5,Economic,Local,WIND,108,143
12/29,6,Economic,Local,WIND,118,165
12/29,7,Economic,Local,WIND,124,155
12/29,8,Economic,Local,WIND,92,132
12/29,9,Economic,Local,WIND,62,110
12/29,9,Economic,System,SOLR,0,
12/29,9,Economic,System,WIND,3,
12/29,10,Economic,Local,SOLR,6,7
12/29,10,Economic,Local,WIND,26,59
12/29,10,Economic,System,SOLR,0,
12/29,11,Economic,Local,SOLR,125,286
12/29,11,Economic,Local,WIND,120,155
12/29,11,Economic,System,SOLR,0,1
12/29,12,Economic,Local,SOLR,274,372
12/29,12,Economic,Local,WIND,156,152
12/29,12,Economic,System,SOLR,0,
12/29,13,Economic,Local,SOLR,1,
12/29,13,Economic,Local,WIND,109,152
12/29,14,Economic,Local,SOLR,2,1
12/29,14,Economic,Local,WIND,95,112
12/29,14,Economic,System,SOLR,0,
12/29,15,Economic,Local,SOLR,0,
12/29,15,Economic,Local,WIND,97,124
12/29,15,Economic,System,SOLR,0,
12/29,16,Economic,Local,WIND,83,114
12/29,16,Economic,System,SOLR,1,2
12/29,17,Economic,Local,WIND,49,74
12/29,18,Economic,Local,WIND,55,154
12/29,19,Economic,Local,WIND,94,137
12/29,20,Economic,Local,WIND,143,183
12/29,21,Economic,Local,WIND,132,161
12/29,22,Economic,Local,WIND,198,248
12/29,23,Economic,Local,WIND,158,201
DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
12/30,1 Economic,,Local,WIND,173,216
12/30,2 Economic,,Local,WIND,99,161
12/30,3 Economic,,Local,WIND,50,62
12/30,4 Economic,,Local,WIND,83,117
12/30,5 Economic,,Local,WIND,81,110
12/30,6 Economic,,Local,WIND,40,70
12/30,7 Economic,,Local,WIND,38,90
12/30,8 Economic,,Local,WIND,106,152
12/30,9 Economic,,Local,WIND,119,130
12/30,9 Economic,,System,SOLR,0,
12/30,10 Economic,,Local,WIND,101,110
12/30,10 Economic,,System,SOLR,1,
12/30,11 Economic,,Local,WIND,151,167
12/30,11 Economic,,System,SOLR,0,
12/30,12 Economic,,Local,WIND,137,148
12/30,13 Economic,,Local,WIND,141,147
12/30,13 Economic,,System,SOLR,0,
12/30,14 Economic,,Local,WIND,150,156
12/30,15 Economic,,Local,WIND,118,151
12/30,15 Economic,,System,SOLR,1,
