DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
03/28,9 Economic,,Local,SOLR,18,21
03/28,9 Economic,,Local,WIND,1,
03/28,9 Economic,,System,SOLR,482,1125
03/28,9 Economic,,System,WIND,7,7
03/28,10 Economic,,Local,SOLR,30,21
03/28,10 Economic,,Local,WIND,0,
03/28,10 Economic,,System,SOLR,548,808
03/28,10 Economic,,System,WIND,6,8
03/28,10 SelfSchCut,,Local,SOLR,3,
03/28,11 Economic,,Local,SOLR,19,17
03/28,11 Economic,,System,SOLR,556,930
03/28,11 Economic,,System,WIND,13,14
03/28,12 Economic,,Local,SOLR,17,14
03/28,12 Economic,,System,SOLR,302,476
03/28,12 Economic,,System,WIND,34,75
03/28,13 Economic,,Local,SOLR,14,14
03/28,13 Economic,,System,SOLR,696,999
03/28,13 Economic,,System,WIND,45,38
03/28,14 Economic,,Local,SOLR,14,13
03/28,14 Economic,,System,SOLR,578,759
03/28,14 Economic,,System,WIND,42,35
03/28,15 Economic,,Local,SOLR,13,13
03/28,15 Economic,,System,SOLR,361,538
03/28,15 Economic,,System,WIND,22,22
03/28,16 Economic,,Local,SOLR,14,13
03/28,16 Economic,,System,SOLR,188,579
03/28,16 Economic,,System,WIND,6,9
03/28,17 Economic,,Local,SOLR,10,11
03/28,17 Economic,,System,SOLR,476,958
03/28,17 Economic,System,WIND,50,52
03/28,18 Economic,Local,SOLR,2,8
03/28,18 Economic,System,SOLR,604,1254
03/28,18 Economic,System,WIND,33,57
03/28,19 Economic,System,SOLR,0,3
