DATE,HOUR CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
04/02,8 Economic,,Local,SOLR,0,
04/02,8 Economic,,System,SOLR,320,636
04/02,8 Economic,,System,WIND,56,105
04/02,9 Economic,,Local,SOLR,45,
04/02,9 Economic,,Local,WIND,0,
04/02,9 Economic,,System,SOLR,951,1484
04/02,9 Economic,,System,WIND,10,29
04/02,10 Economic,,Local,SOLR,2,2
04/02,10 Economic,,System,SOLR,902,1090
04/02,10 Economic,,System,WIND,1,2
04/02,11 Economic,,Local,SOLR,4,4
04/02,11 Economic,,System,SOLR,1093,1403
04/02,11 Economic,,System,WIND,0,0
04/02,12 Economic,,Local,SOLR,111,7
04/02,12 Economic,,Local,WIND,0,
04/02,12 Economic,,System,SOLR,1170,1382
04/02,12 Economic,,System,WIND,0,0
04/02,13 Economic,,Local,SOLR,137,29
04/02,13 Economic,,Local,WIND,0,
04/02,13 Economic,,System,SOLR,1245,1494
04/02,13 Economic,,System,WIND,0,0
04/02,13 SelfSchCut,,Local,SOLR,2,3
04/02,14 Economic,,Local,SOLR,651,1541
04/02,14 Economic,,Local,WIND,5,13
04/02,14 Economic,,System,SOLR,867,
04/02,14 Economic,,System,WIND,4,
04/02,14 SelfSchCut,,Local,SOLR,3,3
04/02,15 Economic,,Local,SOLR,24,20
04/02,15 Economic,,System,SOLR,1421,1566
04/02,15 Economic,System,WIND,10,25
04/02,15 SelfSchCut,Local,SOLR,4,4
04/02,16 Economic,Local,SOLR,353,20
04/02,16 Economic,Local,WIND,1,
04/02,16 Economic,System,SOLR,1168,1658
04/02,16 Economic,System,WIND,7,8
04/02,16 SelfSchCut,Local,SOLR,4,4
04/02,17 Economic,Local,SOLR,118,18
04/02,17 Economic,Local,WIND,0,
04/02,17 Economic,System,SOLR,1176,1656
04/02,17 Economic,System,WIND,23,147
04/02,17 SelfSchCut,Local,SOLR,2,4
04/02,18 Economic,Local,SOLR,74,790
04/02,18 Economic,Local,WIND,0,1
04/02,18 Economic,System,SOLR,136,
04/02,18 Economic,System,WIND,0,
04/02,18 SelfSchCut,Local,SOLR,5,14
04/02,19 Economic,Local,SOLR,1,6
