TYPE,YTD CURTAILED MWH
LocalEconomic,"79,942"
LocalExDispatch,"1,093"
LocalSelfSchCut,"3,601"
SystemEconomic,"191,011"
SystemExDispatch,313
SystemSelfSchCut,820
TOTAL,"276,780"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
05/24,3 Economic,,Local,WIND,68,169
05/24,3 SelfSchCut,,Local,WIND,12,99
05/24,4 Economic,,Local,WIND,136,174
05/24,4 SelfSchCut,,Local,WIND,80,179
05/24,5 Economic,,Local,WIND,119,139
05/24,5 SelfSchCut,,Local,WIND,12,48
05/24,6 Economic,,Local,WIND,106,113
05/24,6 SelfSchCut,,Local,WIND,13,49
05/24,7 Economic,,Local,SOLR,1,7
05/24,7 Economic,,Local,WIND,103,137
05/24,7 SelfSchCut,,Local,SOLR,0,
05/24,7 SelfSchCut,,Local,WIND,11,3
05/24,8 Economic,,Local,SOLR,15,53
05/24,8 Economic,,Local,WIND,100,100
05/24,8 ExDispatch,,Local,SOLR,0,
05/24,8 ExDispatch,,System,SOLR,0,
05/24,8 SelfSchCut,,Local,SOLR,0,0
05/24,8 SelfSchCut,,Local,WIND,31,35
05/24,9 Economic,,Local,SOLR,24,0
05/24,9 Economic,,Local,WIND,67,50
05/24,9 Economic,,System,SOLR,269,826
05/24,9 ExDispatch,,Local,SOLR,0,
05/24,9 ExDispatch,,System,SOLR,0,
05/24,9 SelfSchCut,,Local,WIND,7,
05/24,10 Economic,,Local,SOLR,12,1
05/24,10 Economic,,Local,WIND,68,59
05/24,10 Economic,,System,SOLR,73,335
05/24,10 ExDispatch,,Local,SOLR,0,
05/24,10 ExDispatch,,System,SOLR,0,
05/24,11 Economic,,Local,WIND,25,66
05/24,11 ExDispatch,,Local,SOLR,1,3
05/24,11 ExDispatch,System,SOLR,2,
05/24,11 ExDispatch,System,WIND,0,
05/24,12 Economic,Local,WIND,65,92
05/24,12 ExDispatch,Local,SOLR,3,3
05/24,12 ExDispatch,System,SOLR,4,2
05/24,12 ExDispatch,System,WIND,0,0
05/24,13 Economic,Local,WIND,30,73
05/24,13 ExDispatch,Local,SOLR,1,
05/24,13 ExDispatch,System,SOLR,9,4
05/24,14 Economic,Local,WIND,41,75
05/24,14 ExDispatch,Local,SOLR,2,4
05/24,14 ExDispatch,System,SOLR,3,
05/24,15 Economic,Local,WIND,16,54
05/24,15 ExDispatch,Local,SOLR,2,0
05/24,15 ExDispatch,System,SOLR,2,
05/24,16 Economic,Local,WIND,10,45
05/24,19 Economic,System,SOLR,2,10
