TYPE,YTD CURTAILED MWH
LocalEconomic,"80,893"
LocalExDispatch,"1,129"
LocalSelfSchCut,"3,606"
SystemEconomic,"192,311"
SystemExDispatch,327
SystemSelfSchCut,820
TOTAL,"279,085"
DATE,HOU CURT TYPE,,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
"",R,,,,,
05/27,7 Economic,,Local,SOLR,1,
05/27,7 Economic,,System,SOLR,16,89
05/27,8 Economic,,Local,SOLR,1,3
05/27,8 Economic,,Local,WIND,6,6
05/27,8 Economic,,System,SOLR,341,541
05/27,9 Economic,,Local,SOLR,41,314
05/27,9 Economic,,Local,WIND,1,8
05/27,9 Economic,,System,SOLR,232,172
05/27,9 ExDispatch,,System,SOLR,0,
05/27,10 Economic,,Local,SOLR,1,
05/27,10 Economic,,System,SOLR,279,364
05/27,10 ExDispatch,,System,SOLR,0,0
05/27,11 Economic,,Local,SOLR,19,4
05/27,11 Economic,,System,SOLR,27,55
05/27,11 ExDispatch,,Local,SOLR,1,2
05/27,11 ExDispatch,,System,SOLR,0,
05/27,12 Economic,,Local,SOLR,121,9
05/27,12 Economic,,System,SOLR,165,304
05/27,12 ExDispatch,,Local,SOLR,2,1
05/27,12 ExDispatch,,System,SOLR,1,
05/27,13 Economic,,Local,SOLR,31,65
05/27,13 Economic,,System,SOLR,30,
05/27,13 ExDispatch,,Local,SOLR,3,3
05/27,14 Economic,,Local,SOLR,31,21
05/27,14 Economic,,System,SOLR,36,64
05/27,14 ExDispatch,,Local,SOLR,5,4
05/27,15 Economic,,Local,SOLR,23,80
05/27,15 Economic,,System,SOLR,13,
05/27,15 ExDispatch,,Local,SOLR,3,3
05/27,16 Economic,,Local,SOLR,5,8
